"","forcedchoice","fox","msnbc","entertainment","med_pref","med_choice","actions_discuss","fair_4","friendly_4","good_4","quarrel_4","balanced_4","oneside_4","american_4","accurate_4","party1","party4"
"1342",1,1,NA,NA,4,NA,3,5,5,3,4,4,4,4,4,3,1
"1343",0,NA,NA,NA,3,3,4,1,1,1,7,1,7,5,1,1,NA
"1344",0,NA,NA,NA,1,1,3,3,4,5,5,4,5,4,4,1,NA
"1345",1,1,NA,NA,1,NA,7,4,4,4,4,4,4,3,4,1,NA
"1346",1,NA,1,NA,3,NA,4,3,4,5,3,6,4,3,4,1,NA
"1347",0,NA,NA,NA,3,3,4,4,4,4,5,4,4,5,4,3,3
"1348",1,1,NA,NA,4,NA,2,4,5,4,5,6,2,4,3,2,NA
"1349",1,NA,NA,1,4,NA,4,3,1,3,7,4,5,4,4,2,NA
"1350",0,NA,NA,NA,2,4,4,6,2,3,6,2,5,2,7,1,NA
"1351",1,NA,NA,1,2,NA,4,4,3,5,4,4,4,4,4,1,NA
"1352",1,NA,1,NA,1,NA,2,4,4,4,3,4,4,2,3,1,NA
"1353",0,NA,NA,NA,3,3,4,2,3,4,6,5,4,5,3,4,3
"1354",0,NA,NA,NA,4,3,2,1,1,2,2,1,2,1,1,2,NA
"1355",0,NA,NA,NA,3,3,4,4,3,3,4,4,4,2,3,4,3
"1356",1,NA,1,NA,4,NA,3,4,4,4,4,4,4,3,3,3,2
"1357",0,NA,NA,NA,3,3,3,2,2,3,5,3,4,4,2,1,NA
"1358",1,1,NA,NA,4,NA,4,1,5,1,3,3,6,1,1,1,NA
"1359",1,1,NA,NA,1,NA,3,3,5,3,2,4,3,3,4,3,2
"1360",0,NA,NA,NA,3,3,2,2,2,2,6,2,6,5,4,1,NA
"1361",0,NA,NA,NA,1,4,2,3,2,4,5,2,4,4,2,4,3
"1362",0,NA,NA,NA,4,3,4,3,2,3,5,4,5,5,3,2,NA
"1363",0,NA,NA,NA,4,4,4,4,3,4,4,4,4,4,4,3,3
"1364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365",0,NA,NA,NA,1,1,1,6,4,5,5,4,4,1,4,1,NA
"1366",1,NA,1,NA,1,NA,4,1,1,1,1,1,1,1,1,2,NA
"1367",1,NA,NA,1,1,NA,4,3,2,3,5,3,3,4,4,2,NA
"1368",1,1,NA,NA,3,NA,4,6,6,6,2,6,1,4,6,3,3
"1369",1,1,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,3,3
"1370",0,NA,NA,NA,3,3,4,3,4,4,4,3,4,4,4,1,NA
"1371",1,NA,1,NA,4,NA,4,4,4,4,4,4,4,4,4,1,NA
"1372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373",0,NA,NA,NA,2,2,1,3,4,3,5,3,5,1,4,1,NA
"1374",0,NA,NA,NA,4,4,1,1,1,1,1,1,4,1,1,1,NA
"1375",1,1,NA,NA,3,NA,4,4,5,1,3,5,3,1,5,1,NA
"1376",0,NA,NA,NA,4,4,3,3,3,3,5,3,4,3,4,3,3
"1377",0,NA,NA,NA,4,4,7,3,2,4,5,4,4,3,4,1,NA
"1378",1,NA,NA,1,2,NA,3,2,2,2,5,1,4,2,2,1,NA
"1379",1,NA,NA,1,3,NA,2,1,1,1,1,1,1,1,1,2,NA
"1380",0,NA,NA,NA,4,4,2,2,2,3,5,3,6,1,3,3,2
"1381",1,NA,NA,1,4,NA,3,3,3,4,5,3,5,4,3,3,1
"1382",0,NA,NA,NA,4,4,4,3,4,3,4,3,4,4,3,2,NA
"1383",1,NA,1,NA,3,NA,2,2,3,1,4,3,4,1,1,3,3
"1384",0,NA,NA,NA,1,1,3,6,4,6,2,6,2,6,6,3,2
"1385",1,NA,1,NA,4,NA,4,3,4,3,4,3,5,3,4,1,NA
"1386",0,NA,NA,NA,1,1,1,7,4,3,6,1,7,1,1,3,1
"1387",0,NA,NA,NA,4,4,2,2,2,3,3,2,3,2,1,2,NA
"1388",1,NA,NA,1,1,NA,1,1,1,1,1,1,7,1,1,3,2
"1389",0,NA,NA,NA,2,2,3,4,4,4,3,3,3,3,3,1,NA
"1390",0,NA,NA,NA,2,3,4,4,4,4,4,4,4,4,4,2,NA
"1391",0,NA,NA,NA,3,3,4,4,1,1,4,3,4,4,3,1,NA
"1392",0,NA,NA,NA,3,3,1,2,3,1,6,2,4,5,2,1,NA
"1393",0,NA,NA,NA,4,4,4,4,2,1,4,3,3,1,1,2,NA
"1394",1,1,NA,NA,3,NA,3,4,4,2,3,3,2,5,3,1,NA
"1395",1,NA,1,NA,4,NA,4,4,3,3,4,3,4,3,4,1,NA
"1396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397",0,NA,NA,NA,3,3,1,3,3,4,4,4,4,4,1,1,NA
"1398",1,NA,1,NA,4,NA,7,4,4,6,3,5,5,4,5,1,NA
"1399",0,NA,NA,NA,2,2,1,3,1,1,7,2,4,2,1,3,2
"1400",0,NA,NA,NA,3,3,3,3,3,4,5,3,5,4,4,1,NA
"1401",1,NA,1,NA,2,NA,3,1,4,3,5,4,5,4,2,2,NA
"1402",1,NA,NA,1,4,NA,7,4,4,4,4,4,4,4,4,4,1
"1403",1,NA,NA,1,2,NA,3,3,3,4,4,4,4,2,3,1,NA
"1404",1,1,NA,NA,4,NA,3,5,5,5,2,5,1,4,4,1,NA
"1405",1,NA,1,NA,4,NA,1,1,3,4,3,1,7,2,1,1,NA
"1406",0,NA,NA,NA,1,1,4,2,4,2,3,1,5,1,3,2,NA
"1407",0,NA,NA,NA,1,1,4,2,2,4,4,2,6,2,4,1,NA
"1408",0,NA,NA,NA,3,3,3,1,1,1,4,4,4,4,1,4,3
"1409",1,1,NA,NA,2,NA,4,6,6,4,2,6,3,5,6,1,NA
"1410",1,1,NA,NA,1,NA,2,4,5,3,1,4,2,2,2,3,1
"1411",1,NA,NA,1,1,NA,3,1,1,1,7,1,7,1,3,3,1
"1412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413",1,NA,1,NA,1,NA,4,4,4,4,4,4,4,4,4,1,NA
"1414",1,NA,NA,1,4,NA,2,4,4,4,4,4,4,4,4,3,3
"1415",0,NA,NA,NA,1,3,2,4,1,2,4,4,4,6,4,3,2
"1416",0,NA,NA,NA,4,2,1,1,1,1,1,1,1,1,1,1,NA
"1417",0,NA,NA,NA,3,2,4,3,3,3,6,3,5,4,3,3,2
"1418",0,NA,NA,NA,4,4,2,3,3,3,6,3,5,3,1,2,NA
"1419",1,NA,1,NA,4,NA,3,4,4,4,4,4,4,3,4,1,NA
"1420",1,NA,1,NA,4,NA,2,4,5,3,3,4,3,4,5,3,1
"1421",1,NA,1,NA,4,NA,4,4,3,4,5,3,3,3,3,3,3
"1422",0,NA,NA,NA,3,4,3,4,4,4,4,4,4,4,4,3,2
"1423",1,1,NA,NA,4,NA,4,4,6,4,2,6,2,3,4,4,3
"1424",1,NA,NA,1,4,NA,4,4,4,4,4,4,4,4,4,4,3
"1425",1,NA,NA,1,4,NA,1,2,1,3,3,3,4,5,2,1,NA
"1426",0,NA,NA,NA,4,4,2,2,1,2,6,1,6,1,2,2,NA
"1427",0,NA,NA,NA,2,4,3,1,4,3,2,1,3,3,2,1,NA
"1428",1,NA,NA,1,1,NA,4,4,4,4,4,4,4,4,4,2,NA
"1429",1,1,NA,NA,3,NA,4,3,5,4,3,3,3,3,3,3,3
"1430",0,NA,NA,NA,1,1,3,4,4,4,3,4,4,4,2,2,NA
"1431",0,NA,NA,NA,2,2,2,1,3,2,6,3,5,2,2,1,NA
"1432",1,NA,NA,1,2,NA,4,4,4,4,4,4,4,2,4,1,NA
"1433",1,1,NA,NA,1,NA,4,4,2,2,4,2,4,1,4,2,NA
"1434",1,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,1,3,3
"1435",1,1,NA,NA,2,NA,4,6,6,6,6,6,6,6,6,1,NA
"1436",0,NA,NA,NA,4,4,2,2,1,2,5,4,4,2,2,1,NA
"1437",1,NA,1,NA,4,NA,3,4,5,4,3,5,3,3,3,3,1
"1438",0,NA,NA,NA,4,4,7,3,3,3,5,3,5,3,4,3,3
"1439",1,NA,1,NA,4,NA,1,5,6,2,2,5,5,2,3,1,NA
"1440",1,1,NA,NA,4,NA,4,5,6,6,2,7,2,4,5,3,2
"1441",0,NA,NA,NA,3,3,4,4,4,4,4,4,4,4,4,1,NA
"1442",0,NA,NA,NA,4,1,3,5,3,3,4,3,3,2,2,1,NA
"1443",0,NA,NA,NA,2,2,2,2,2,2,4,3,3,2,2,3,2
"1444",1,NA,1,NA,4,NA,2,2,2,3,2,2,5,3,3,1,NA
"1445",1,NA,1,NA,4,NA,2,2,5,1,2,3,4,1,2,1,NA
"1446",1,NA,1,NA,3,NA,3,3,3,5,3,4,3,3,3,1,NA
"1447",1,NA,NA,1,2,NA,3,4,3,3,6,4,4,3,3,1,NA
"1448",1,1,NA,NA,4,NA,3,4,5,4,3,5,3,5,4,3,2
"1449",0,NA,NA,NA,3,3,4,3,2,2,5,2,4,5,3,3,3
"1450",1,1,NA,NA,4,NA,3,4,4,4,4,4,4,4,4,1,NA
"1451",0,NA,NA,NA,4,4,3,2,2,2,6,2,6,2,2,2,NA
"1452",0,NA,NA,NA,2,2,4,2,1,2,4,1,4,1,3,1,NA
"1453",1,1,NA,NA,3,NA,7,4,4,4,3,5,2,3,4,3,3
"1454",0,NA,NA,NA,4,4,2,1,1,2,7,2,5,1,1,1,NA
"1455",0,NA,NA,NA,1,1,7,4,4,4,4,4,4,4,4,2,NA
"1456",0,NA,NA,NA,4,4,3,4,3,2,4,4,4,4,4,1,NA
"1457",1,NA,1,NA,4,NA,3,2,2,2,5,2,5,2,1,3,2
"1458",0,NA,NA,NA,4,4,3,4,3,1,6,2,6,2,2,4,3
"1459",1,NA,NA,1,4,NA,2,1,2,3,4,3,4,2,4,1,NA
"1460",0,NA,NA,NA,4,4,1,3,1,1,3,1,5,3,1,1,NA
"1461",0,NA,NA,NA,4,4,3,2,1,2,6,2,5,2,2,3,3
"1462",1,NA,1,NA,4,NA,4,7,7,7,1,7,1,4,7,2,NA
"1463",0,NA,NA,NA,4,4,4,6,5,5,4,5,3,5,4,3,3
"1464",0,NA,NA,NA,4,4,4,1,1,3,7,2,6,1,3,2,NA
"1465",0,NA,NA,NA,1,1,4,2,5,3,3,3,3,2,2,2,NA
"1466",0,NA,NA,NA,4,4,4,1,2,4,7,3,5,3,3,1,NA
"1467",1,1,NA,NA,4,NA,3,4,5,4,3,5,3,4,4,1,NA
"1468",1,1,NA,NA,4,NA,4,5,5,5,3,6,2,4,5,3,2
"1469",1,NA,NA,1,1,NA,4,4,2,3,7,5,3,5,3,2,NA
"1470",0,NA,NA,NA,4,4,2,5,7,7,1,7,2,7,7,1,NA
"1471",1,NA,1,NA,1,NA,4,4,4,4,4,4,4,4,4,2,NA
"1472",0,NA,NA,NA,3,4,3,3,3,4,4,3,6,2,3,2,NA
"1473",1,1,NA,NA,1,NA,2,2,3,2,6,3,4,5,2,3,3
"1474",0,NA,NA,NA,1,1,4,5,5,5,3,3,5,3,4,1,NA
"1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476",1,1,NA,NA,4,NA,4,2,1,3,3,3,2,1,3,3,1
"1477",1,1,NA,NA,4,NA,3,4,2,3,4,2,4,4,4,3,3
"1478",0,NA,NA,NA,3,3,2,4,1,4,6,4,5,5,3,1,NA
"1479",0,NA,NA,NA,3,3,4,3,4,3,5,4,4,4,4,3,3
"1480",0,NA,NA,NA,1,4,2,1,1,1,7,1,7,1,1,2,NA
"1481",1,NA,NA,1,4,NA,7,3,3,4,6,3,5,5,3,3,1
"1482",0,NA,NA,NA,3,3,3,2,2,4,7,4,4,5,4,1,NA
"1483",1,NA,NA,1,4,NA,1,1,2,2,2,2,2,1,1,1,NA
"1484",1,1,NA,NA,4,NA,4,4,4,4,4,4,4,4,2,3,3
"1485",1,1,NA,NA,3,NA,3,4,5,3,5,4,2,4,5,2,NA
"1486",0,NA,NA,NA,4,4,3,1,1,3,6,3,5,4,2,2,NA
"1487",0,NA,NA,NA,2,1,3,5,5,4,2,5,2,3,5,1,NA
"1488",0,NA,NA,NA,4,4,4,6,1,3,7,1,4,1,2,2,NA
"1489",0,NA,NA,NA,3,2,1,4,4,4,4,3,5,4,4,3,2
"1490",1,NA,1,NA,4,NA,1,1,4,1,1,4,4,1,1,1,NA
"1491",1,NA,1,NA,4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1492",0,NA,NA,NA,3,3,4,4,3,4,5,4,4,4,4,4,3
"1493",1,NA,NA,1,3,NA,3,2,3,5,4,4,3,4,3,1,NA
"1494",0,NA,NA,NA,4,4,4,1,1,1,4,1,5,1,1,4,3
"1495",0,NA,NA,NA,1,1,4,3,4,4,3,4,4,4,4,3,3
"1496",1,NA,1,NA,4,NA,4,5,5,4,2,5,3,4,5,2,NA
"1497",0,NA,NA,NA,2,2,2,1,5,1,2,3,3,1,1,1,NA
"1498",1,NA,1,NA,4,NA,4,6,6,6,2,6,2,6,6,2,NA
"1499",0,NA,NA,NA,4,4,3,3,2,3,4,3,4,4,3,3,3
"1500",0,NA,NA,NA,3,3,1,3,1,1,5,3,4,4,3,2,NA
"1501",1,NA,NA,1,3,NA,4,5,3,4,4,5,3,5,4,3,2
"1502",1,NA,NA,1,2,NA,4,3,4,3,6,4,4,5,4,1,NA
"1503",1,NA,1,NA,4,NA,7,4,4,4,5,3,5,4,4,1,NA
"1504",0,NA,NA,NA,4,4,3,2,2,2,6,6,4,1,2,2,NA
"1505",0,NA,NA,NA,4,4,3,5,4,4,4,5,3,4,4,1,NA
"1506",1,NA,NA,1,4,NA,2,3,3,3,3,3,5,3,3,3,3
"1507",1,NA,1,NA,2,NA,3,2,2,1,5,3,4,3,2,1,NA
"1508",0,NA,NA,NA,1,1,3,2,3,3,4,3,4,2,3,3,3
"1509",1,NA,1,NA,1,NA,3,2,3,3,3,3,5,3,3,1,NA
"1510",0,NA,NA,NA,1,1,1,7,5,6,2,7,1,2,6,1,NA
"1511",0,NA,NA,NA,1,3,4,4,3,2,4,4,4,3,3,2,NA
"1512",1,1,NA,NA,1,NA,3,4,4,4,4,4,4,4,4,1,NA
"1513",0,NA,NA,NA,4,4,3,4,4,4,5,4,4,4,4,4,3
"1514",0,NA,NA,NA,4,4,7,4,3,4,5,4,5,4,4,2,NA
"1515",1,NA,1,NA,1,NA,4,7,7,7,2,7,1,4,7,2,NA
"1516",0,NA,NA,NA,4,4,7,4,4,4,4,4,4,4,4,3,1
"1517",0,NA,NA,NA,3,3,7,1,1,4,7,1,7,4,1,1,NA
"1518",0,NA,NA,NA,4,2,4,3,3,3,4,4,4,3,3,1,NA
"1519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520",1,NA,1,NA,4,NA,4,4,4,4,4,4,4,4,4,3,3
"1521",0,NA,NA,NA,1,1,2,1,4,1,4,1,7,1,1,3,3
"1522",1,NA,NA,1,4,NA,2,1,2,1,4,2,4,3,3,3,3
"1523",0,NA,NA,NA,3,3,4,3,1,2,5,5,5,7,3,1,NA
"1524",0,NA,NA,NA,4,4,4,3,3,3,5,3,5,3,3,1,NA
"1525",0,NA,NA,NA,2,2,2,2,3,1,3,3,4,2,1,3,2
"1526",1,NA,1,NA,2,NA,4,2,4,4,4,4,6,4,2,3,3
"1527",1,NA,1,NA,4,NA,4,4,4,4,4,4,4,4,4,4,3
"1528",0,NA,NA,NA,3,3,2,1,3,1,4,4,3,6,3,4,3
"1529",0,NA,NA,NA,4,4,4,4,4,5,5,6,4,5,4,1,NA
"1530",1,1,NA,NA,2,NA,3,4,4,4,4,4,4,4,4,3,2
"1531",1,NA,NA,1,4,NA,2,3,3,3,5,4,3,3,3,3,1
"1532",1,NA,1,NA,4,NA,3,6,5,4,4,4,5,5,5,2,NA
"1533",1,1,NA,NA,1,NA,2,6,5,5,2,6,5,4,5,1,NA
"1534",1,NA,NA,1,4,NA,1,3,4,4,4,4,3,4,4,1,NA
"1535",0,NA,NA,NA,3,3,1,1,3,3,6,1,5,3,1,1,NA
"1536",0,NA,NA,NA,3,3,3,4,4,4,4,4,4,4,4,3,2
"1537",0,NA,NA,NA,1,1,2,5,5,5,5,5,4,5,3,1,NA
"1538",1,NA,NA,1,4,NA,4,4,3,4,6,4,6,2,2,1,NA
"1539",0,NA,NA,NA,2,2,3,2,5,2,3,5,3,1,2,4,3
"1540",1,NA,1,NA,4,NA,2,4,5,3,5,5,3,1,5,2,NA
"1541",1,1,NA,NA,3,NA,4,7,7,7,1,7,1,4,7,3,2
"1542",0,NA,NA,NA,1,1,1,1,2,1,3,2,3,1,2,2,NA
"1543",0,NA,NA,NA,2,2,2,2,4,1,3,5,5,3,2,3,2
"1544",1,NA,NA,1,4,NA,4,3,3,3,5,3,5,5,3,2,NA
"1545",1,1,NA,NA,3,NA,4,7,7,7,1,7,1,6,7,1,NA
"1546",1,NA,NA,1,3,NA,4,4,2,6,5,4,4,5,4,2,NA
"1547",1,NA,1,NA,4,NA,2,3,4,4,3,4,3,4,3,3,2
"1548",1,1,NA,NA,4,NA,3,4,4,4,5,3,4,3,3,2,NA
"1549",0,NA,NA,NA,4,4,2,3,3,3,5,5,3,5,4,1,NA
"1550",0,NA,NA,NA,4,4,1,5,2,3,6,4,4,3,3,2,NA
"1551",0,NA,NA,NA,4,4,3,4,1,3,4,2,4,2,2,1,NA
"1552",0,NA,NA,NA,4,4,4,4,3,5,4,4,4,3,3,3,3
"1553",1,NA,1,NA,4,NA,4,4,4,4,4,5,4,2,3,3,2
"1554",1,NA,NA,1,3,NA,7,4,1,3,5,3,5,3,5,3,3
"1555",0,NA,NA,NA,1,3,4,4,1,1,7,2,7,6,4,1,NA
"1556",0,NA,NA,NA,3,2,3,3,4,4,3,3,3,3,3,1,NA
"1557",1,NA,NA,1,3,NA,3,4,3,3,5,4,4,4,2,2,NA
"1558",0,NA,NA,NA,1,4,4,4,2,1,7,4,5,1,1,2,NA
"1559",1,1,NA,NA,3,NA,4,2,6,1,5,1,3,2,3,2,NA
"1560",0,NA,NA,NA,3,1,2,1,2,1,7,1,7,1,1,3,3
"1561",1,1,NA,NA,2,NA,3,6,5,5,3,6,2,4,5,3,2
"1562",1,1,NA,NA,4,NA,2,4,5,3,3,5,5,2,5,3,1
"1563",1,NA,NA,1,2,NA,3,2,2,2,6,2,6,2,1,3,3
"1564",0,NA,NA,NA,4,4,1,5,3,1,3,2,4,1,3,2,NA
"1565",1,NA,NA,1,4,NA,2,4,3,3,6,3,4,5,4,1,NA
"1566",0,NA,NA,NA,4,4,3,3,3,3,4,3,5,4,3,2,NA
"1567",1,NA,1,NA,4,NA,4,4,5,3,4,5,5,4,5,3,3
"1568",1,NA,1,NA,4,NA,2,2,2,2,3,3,4,1,1,4,2
"1569",0,NA,NA,NA,4,4,3,6,1,1,6,3,6,1,4,1,NA
"1570",0,NA,NA,NA,4,4,1,2,7,1,1,6,5,3,1,1,NA
"1571",1,1,NA,NA,3,NA,2,1,4,1,4,3,5,1,2,2,NA
"1572",0,NA,NA,NA,1,4,2,2,1,3,3,1,2,1,2,1,NA
"1573",0,NA,NA,NA,1,1,4,4,3,5,2,5,4,4,4,3,1
"1574",0,NA,NA,NA,3,3,4,3,3,2,5,2,4,5,2,1,NA
"1575",1,1,NA,NA,3,NA,2,3,4,3,4,3,3,3,4,1,NA
"1576",0,NA,NA,NA,1,1,4,4,4,4,4,4,3,2,4,2,NA
"1577",0,NA,NA,NA,4,4,3,3,3,3,6,3,4,3,3,1,NA
"1578",0,NA,NA,NA,3,3,3,3,1,3,4,4,5,4,4,1,NA
"1579",0,NA,NA,NA,4,4,3,2,2,2,7,2,6,1,2,1,NA
"1580",0,NA,NA,NA,3,4,1,1,6,4,5,1,2,3,7,1,NA
"1581",1,NA,NA,1,1,NA,2,2,2,2,4,2,5,2,3,3,1
"1582",1,1,NA,NA,1,NA,2,3,3,2,5,2,6,2,3,1,NA
"1583",1,NA,NA,1,1,NA,3,2,2,3,4,3,4,4,3,1,NA
"1584",0,NA,NA,NA,4,4,4,3,2,2,6,3,4,2,6,2,NA
"1585",1,NA,NA,1,2,NA,2,4,3,3,4,4,4,3,3,1,NA
"1586",0,NA,NA,NA,4,4,7,1,2,2,7,1,5,1,1,1,NA
"1587",1,NA,1,NA,1,NA,3,5,3,3,4,6,2,3,5,2,NA
"1588",0,NA,NA,NA,1,1,2,2,3,2,2,1,1,3,2,2,NA
"1589",0,NA,NA,NA,3,3,3,4,2,4,5,5,5,3,4,1,NA
"1590",1,NA,NA,1,1,NA,2,3,2,2,3,3,4,1,1,1,NA
"1591",0,NA,NA,NA,2,2,2,3,3,3,3,5,3,4,3,3,2
"1592",1,NA,1,NA,3,NA,3,3,3,3,3,3,3,3,4,3,3
"1593",1,NA,1,NA,4,NA,1,3,3,3,5,3,5,3,3,2,NA
"1594",1,NA,1,NA,4,NA,4,3,4,3,5,4,5,3,3,2,NA
"1595",1,1,NA,NA,3,NA,4,5,4,5,3,5,3,3,4,1,NA
"1596",1,NA,NA,1,3,NA,2,4,3,4,5,4,4,4,3,3,3
"1597",0,NA,NA,NA,4,4,7,5,3,3,5,3,5,3,3,1,NA
"1598",0,NA,NA,NA,4,4,4,3,3,3,4,4,5,3,3,3,3
"1599",1,1,NA,NA,3,NA,4,5,5,5,3,5,3,5,5,1,NA
"1600",0,NA,NA,NA,4,4,1,2,2,1,2,1,2,2,3,1,NA
"1601",1,NA,NA,1,2,NA,4,3,3,4,6,5,4,3,4,3,2
"1602",0,NA,NA,NA,4,4,1,1,2,1,6,1,6,1,1,4,3
"1603",0,NA,NA,NA,3,3,4,4,3,5,4,4,4,4,4,1,NA
"1604",0,NA,NA,NA,4,3,3,3,1,1,6,1,4,7,1,1,NA
"1605",1,NA,1,NA,4,NA,4,4,5,3,3,5,3,3,4,3,2
"1606",1,NA,NA,1,4,NA,3,4,4,4,4,4,4,4,4,1,NA
"1607",0,NA,NA,NA,4,4,3,3,4,5,4,5,3,3,3,3,2
"1608",1,1,NA,NA,4,NA,1,2,2,2,5,3,1,1,2,3,2
"1609",1,1,NA,NA,3,NA,4,3,5,3,3,3,3,3,4,3,3
"1610",0,NA,NA,NA,2,2,4,1,1,1,5,3,5,1,1,1,NA
"1611",1,NA,1,NA,1,NA,3,3,4,4,5,5,4,3,2,2,NA
"1612",1,NA,NA,1,1,NA,1,1,1,1,4,2,4,2,2,3,3
"1613",0,NA,NA,NA,2,2,1,2,3,2,5,4,4,1,1,3,2
"1614",0,NA,NA,NA,2,2,1,1,1,1,1,1,1,1,1,3,3
"1615",1,NA,NA,1,3,NA,4,2,3,2,5,3,5,3,4,3,2
"1616",1,1,NA,NA,3,NA,4,1,6,2,1,6,1,1,1,1,NA
"1617",0,NA,NA,NA,3,3,3,3,2,2,6,1,2,5,2,2,NA
"1618",0,NA,NA,NA,2,2,4,5,5,4,3,5,4,4,4,1,NA
"1619",0,NA,NA,NA,4,4,3,4,4,4,4,4,4,4,4,2,NA
"1620",1,1,NA,NA,4,NA,3,4,4,4,4,4,4,4,4,3,3
"1621",0,NA,NA,NA,3,3,3,1,1,4,7,1,7,5,3,1,NA
"1622",1,NA,1,NA,4,NA,2,4,5,4,3,6,2,3,4,2,NA
"1623",0,NA,NA,NA,4,4,4,3,3,4,5,3,5,3,4,2,NA
"1624",0,NA,NA,NA,4,4,2,1,1,1,7,1,4,1,1,1,NA
"1625",0,NA,NA,NA,4,4,4,2,1,1,5,2,5,1,1,3,3
"1626",1,1,NA,NA,4,NA,2,5,6,5,1,6,1,3,7,3,2
"1627",0,NA,NA,NA,4,2,4,4,4,3,2,4,3,4,4,1,NA
"1628",1,NA,NA,1,2,NA,4,4,3,4,5,3,4,3,3,1,NA
"1629",1,NA,1,NA,4,NA,4,4,5,3,3,4,3,4,3,3,2
"1630",0,NA,NA,NA,4,4,1,3,2,2,5,3,4,4,1,2,NA
"1631",1,1,NA,NA,3,NA,1,4,4,3,4,2,3,1,3,2,NA
"1632",1,1,NA,NA,3,NA,2,2,1,1,2,3,2,3,1,1,NA
"1633",0,NA,NA,NA,3,3,3,3,4,4,4,3,4,3,4,1,NA
"1634",0,NA,NA,NA,3,3,3,2,2,1,7,1,6,4,2,3,3
"1635",0,NA,NA,NA,3,3,3,1,1,2,7,3,5,7,3,1,NA
"1636",1,NA,NA,1,1,NA,4,4,3,5,4,4,4,4,4,3,1
"1637",0,NA,NA,NA,4,4,4,3,3,3,4,3,1,2,3,1,NA
"1638",1,NA,1,NA,1,NA,2,2,4,2,4,4,5,2,3,1,NA
"1639",1,1,NA,NA,1,NA,4,4,5,1,2,5,1,1,4,3,3
"1640",1,NA,1,NA,1,NA,2,2,2,2,3,2,5,1,2,2,NA
"1641",1,NA,1,NA,1,NA,3,4,4,4,4,4,4,4,4,1,NA
"1642",1,NA,1,NA,2,NA,2,3,2,2,1,2,1,2,2,1,NA
"1643",0,NA,NA,NA,1,1,3,5,5,4,3,4,3,4,5,2,NA
"1644",1,NA,NA,1,4,NA,4,1,1,2,7,2,5,4,2,3,3
"1645",1,NA,1,NA,4,NA,7,4,4,4,4,4,4,4,4,3,2
"1646",0,NA,NA,NA,1,1,1,4,5,4,4,4,1,1,1,1,NA
"1647",0,NA,NA,NA,4,4,4,4,3,3,3,4,4,3,2,3,3
"1648",1,NA,NA,1,4,NA,4,3,1,3,7,5,3,4,3,3,3
"1649",1,NA,1,NA,4,NA,2,3,5,1,2,2,5,2,2,2,NA
"1650",0,NA,NA,NA,2,2,2,4,3,3,4,3,5,2,3,1,NA
"1651",1,1,NA,NA,1,NA,4,3,4,3,3,3,3,3,3,1,NA
"1652",1,NA,NA,1,4,NA,4,4,4,4,4,4,4,4,4,4,2
"1653",0,NA,NA,NA,3,3,7,1,1,1,6,2,5,3,2,1,NA
"1654",1,1,NA,NA,4,NA,3,3,3,3,4,3,4,3,4,3,3
"1655",1,1,NA,NA,4,NA,4,5,5,4,3,5,2,4,5,1,NA
"1656",1,NA,1,NA,4,NA,1,4,3,3,2,2,2,3,4,2,NA
"1657",0,NA,NA,NA,4,4,3,4,1,2,5,7,3,1,2,3,1
"1658",0,NA,NA,NA,4,4,4,4,1,4,4,1,4,1,4,2,NA
"1659",1,1,NA,NA,2,NA,2,2,2,2,2,2,2,2,2,1,NA
"1660",1,NA,NA,1,4,NA,2,3,3,4,5,3,4,4,3,1,NA
"1661",1,NA,1,NA,4,NA,3,5,5,3,3,5,2,2,3,2,NA
"1662",1,NA,NA,1,2,NA,4,3,3,4,3,5,4,5,3,2,NA
"1663",0,NA,NA,NA,2,2,4,4,3,3,4,4,4,3,4,3,3
"1664",1,NA,NA,1,3,NA,4,3,1,2,5,2,4,5,3,1,NA
"1665",1,NA,1,NA,1,NA,1,1,3,4,2,3,3,2,2,1,NA
"1666",0,NA,NA,NA,4,4,1,1,1,1,1,3,1,1,1,3,1
"1667",1,1,NA,NA,1,NA,2,4,4,4,4,4,4,4,4,1,NA
"1668",0,NA,NA,NA,1,1,3,3,3,3,5,5,5,2,3,2,NA
"1669",0,NA,NA,NA,3,3,4,3,3,3,5,4,4,4,4,3,1
"1670",0,NA,NA,NA,1,1,2,2,4,3,5,3,4,3,2,3,3
"1671",0,NA,NA,NA,4,4,3,3,3,3,4,3,5,3,3,1,NA
"1672",0,NA,NA,NA,3,3,3,1,2,1,4,3,3,2,3,2,NA
